filepath,subject,session,mode,capture_label,timestamp
raw\user3\s20260611_161554\0013.jpg,user3,s20260611_161554,posed,neutral,2026-06-11T16:16:12
raw\user3\s20260611_161554\0014.jpg,user3,s20260611_161554,posed,neutral,2026-06-11T16:16:12
raw\user3\s20260611_161554\0015.jpg,user3,s20260611_161554,posed,neutral,2026-06-11T16:16:13
raw\user3\s20260611_161554\0016.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:17
raw\user3\s20260611_161554\0017.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:17
raw\user3\s20260611_161554\0018.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:17
raw\user3\s20260611_161554\0019.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:34
raw\user3\s20260611_161554\0020.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:34
raw\user3\s20260611_161554\0021.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:35
raw\user3\s20260611_161554\0022.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:36
raw\user3\s20260611_161554\0023.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:36
raw\user3\s20260611_161554\0024.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:36
raw\user3\s20260611_161554\0025.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:37
raw\user3\s20260611_161554\0026.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:37
raw\user3\s20260611_161554\0027.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:37
raw\user3\s20260611_161554\0028.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:39
raw\user3\s20260611_161554\0029.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:39
raw\user3\s20260611_161554\0030.jpg,user3,s20260611_161554,posed,happiness,2026-06-11T16:16:39
raw\user3\s20260611_161554\0031.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:42
raw\user3\s20260611_161554\0032.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:42
raw\user3\s20260611_161554\0033.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:42
raw\user3\s20260611_161554\0034.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:47
raw\user3\s20260611_161554\0035.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:47
raw\user3\s20260611_161554\0036.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:47
raw\user3\s20260611_161554\0037.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:48
raw\user3\s20260611_161554\0038.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:48
raw\user3\s20260611_161554\0039.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:49
raw\user3\s20260611_161554\0040.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:51
raw\user3\s20260611_161554\0041.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:51
raw\user3\s20260611_161554\0042.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:52
raw\user3\s20260611_161554\0043.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:52
raw\user3\s20260611_161554\0044.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:53
raw\user3\s20260611_161554\0045.jpg,user3,s20260611_161554,posed,surprise,2026-06-11T16:16:53
raw\user3\s20260611_161554\0046.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:16:56
raw\user3\s20260611_161554\0047.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:16:56
raw\user3\s20260611_161554\0048.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:16:57
raw\user3\s20260611_161554\0049.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:09
raw\user3\s20260611_161554\0050.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:09
raw\user3\s20260611_161554\0051.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:09
raw\user3\s20260611_161554\0052.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:12
raw\user3\s20260611_161554\0053.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:12
raw\user3\s20260611_161554\0054.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:13
raw\user3\s20260611_161554\0055.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:14
raw\user3\s20260611_161554\0056.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:15
raw\user3\s20260611_161554\0057.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:15
raw\user3\s20260611_161554\0058.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:17
raw\user3\s20260611_161554\0059.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:18
raw\user3\s20260611_161554\0060.jpg,user3,s20260611_161554,posed,sadness,2026-06-11T16:17:18
raw\user3\s20260611_161554\0061.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:21
raw\user3\s20260611_161554\0062.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:21
raw\user3\s20260611_161554\0063.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:22
raw\user3\s20260611_161554\0064.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:28
raw\user3\s20260611_161554\0065.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:28
raw\user3\s20260611_161554\0066.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:28
raw\user3\s20260611_161554\0067.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:29
raw\user3\s20260611_161554\0068.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:29
raw\user3\s20260611_161554\0069.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:29
raw\user3\s20260611_161554\0070.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:36
raw\user3\s20260611_161554\0071.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:37
raw\user3\s20260611_161554\0072.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:38
raw\user3\s20260611_161554\0073.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:41
raw\user3\s20260611_161554\0074.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:41
raw\user3\s20260611_161554\0075.jpg,user3,s20260611_161554,posed,anger,2026-06-11T16:17:42
raw\user3\s20260611_161554\0076.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:44
raw\user3\s20260611_161554\0077.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:45
raw\user3\s20260611_161554\0078.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:45
raw\user3\s20260611_161554\0079.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:49
raw\user3\s20260611_161554\0080.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:49
raw\user3\s20260611_161554\0081.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:50
raw\user3\s20260611_161554\0082.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:50
raw\user3\s20260611_161554\0083.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:51
raw\user3\s20260611_161554\0084.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:51
raw\user3\s20260611_161554\0085.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:51
raw\user3\s20260611_161554\0086.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:52
raw\user3\s20260611_161554\0087.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:53
raw\user3\s20260611_161554\0088.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:54
raw\user3\s20260611_161554\0089.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:55
raw\user3\s20260611_161554\0090.jpg,user3,s20260611_161554,posed,disgust,2026-06-11T16:17:55
raw\user3\s20260611_161554\0091.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:00
raw\user3\s20260611_161554\0092.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:01
raw\user3\s20260611_161554\0093.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:01
raw\user3\s20260611_161554\0094.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:07
raw\user3\s20260611_161554\0095.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:07
raw\user3\s20260611_161554\0096.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:07
raw\user3\s20260611_161554\0097.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:08
raw\user3\s20260611_161554\0098.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:08
raw\user3\s20260611_161554\0099.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:08
raw\user3\s20260611_161554\0100.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:11
raw\user3\s20260611_161554\0101.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:11
raw\user3\s20260611_161554\0102.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:11
raw\user3\s20260611_161554\0103.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:12
raw\user3\s20260611_161554\0104.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:13
raw\user3\s20260611_161554\0105.jpg,user3,s20260611_161554,posed,fear,2026-06-11T16:18:13
raw\user3\s20260611_161554\0106.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:15
raw\user3\s20260611_161554\0107.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:15
raw\user3\s20260611_161554\0108.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:15
raw\user3\s20260611_161554\0109.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:21
raw\user3\s20260611_161554\0110.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:21
raw\user3\s20260611_161554\0111.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:22
raw\user3\s20260611_161554\0112.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:25
raw\user3\s20260611_161554\0113.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:26
raw\user3\s20260611_161554\0114.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:26
raw\user3\s20260611_161554\0115.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:28
raw\user3\s20260611_161554\0116.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:28
raw\user3\s20260611_161554\0117.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:28
raw\user3\s20260611_161554\0118.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:33
raw\user3\s20260611_161554\0119.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:33
raw\user3\s20260611_161554\0120.jpg,user3,s20260611_161554,posed,contempt,2026-06-11T16:18:33
