filepath,subject,session,mode,capture_label,timestamp
raw\user6\s20260614_171934\0016.jpg,user6,s20260614_171934,posed,happiness,2026-06-14T17:24:11
raw\user6\s20260614_171934\0017.jpg,user6,s20260614_171934,posed,happiness,2026-06-14T17:24:11
raw\user6\s20260614_171934\0018.jpg,user6,s20260614_171934,posed,happiness,2026-06-14T17:24:13
raw\user6\s20260614_171934\0019.jpg,user6,s20260614_171934,posed,happiness,2026-06-14T17:24:13
raw\user6\s20260614_171934\0020.jpg,user6,s20260614_171934,posed,happiness,2026-06-14T17:24:14
raw\user6\s20260614_171934\0021.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:24:41
raw\user6\s20260614_171934\0022.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:14
raw\user6\s20260614_171934\0023.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:15
raw\user6\s20260614_171934\0024.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:15
raw\user6\s20260614_171934\0025.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:17
raw\user6\s20260614_171934\0026.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:18
raw\user6\s20260614_171934\0027.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:18
raw\user6\s20260614_171934\0028.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:19
raw\user6\s20260614_171934\0029.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:19
raw\user6\s20260614_171934\0030.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:20
raw\user6\s20260614_171934\0031.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:21
raw\user6\s20260614_171934\0032.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:22
raw\user6\s20260614_171934\0033.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:22
raw\user6\s20260614_171934\0034.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:23
raw\user6\s20260614_171934\0035.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:24
raw\user6\s20260614_171934\0036.jpg,user6,s20260614_171934,posed,surprise,2026-06-14T17:25:24
raw\user6\s20260614_171934\0037.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:16
raw\user6\s20260614_171934\0038.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:16
raw\user6\s20260614_171934\0039.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:17
raw\user6\s20260614_171934\0040.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:41
raw\user6\s20260614_171934\0041.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:42
raw\user6\s20260614_171934\0042.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:42
raw\user6\s20260614_171934\0043.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:44
raw\user6\s20260614_171934\0044.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:44
raw\user6\s20260614_171934\0045.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:44
raw\user6\s20260614_171934\0046.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:46
raw\user6\s20260614_171934\0047.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:46
raw\user6\s20260614_171934\0048.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:47
raw\user6\s20260614_171934\0049.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:48
raw\user6\s20260614_171934\0050.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:48
raw\user6\s20260614_171934\0051.jpg,user6,s20260614_171934,posed,anger,2026-06-14T17:26:48
raw\user6\s20260614_171934\0052.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:39
raw\user6\s20260614_171934\0053.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:40
raw\user6\s20260614_171934\0054.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:40
raw\user6\s20260614_171934\0055.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:41
raw\user6\s20260614_171934\0056.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:42
raw\user6\s20260614_171934\0057.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:42
raw\user6\s20260614_171934\0058.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:43
raw\user6\s20260614_171934\0059.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:43
raw\user6\s20260614_171934\0060.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:44
raw\user6\s20260614_171934\0061.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:45
raw\user6\s20260614_171934\0062.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:45
raw\user6\s20260614_171934\0063.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:45
raw\user6\s20260614_171934\0064.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:46
raw\user6\s20260614_171934\0065.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:46
raw\user6\s20260614_171934\0066.jpg,user6,s20260614_171934,posed,sadness,2026-06-14T17:29:47
raw\user6\s20260614_171934\0067.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:56
raw\user6\s20260614_171934\0068.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:57
raw\user6\s20260614_171934\0069.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:57
raw\user6\s20260614_171934\0070.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:58
raw\user6\s20260614_171934\0071.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:58
raw\user6\s20260614_171934\0072.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:58
raw\user6\s20260614_171934\0073.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:29:59
raw\user6\s20260614_171934\0074.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:30:00
raw\user6\s20260614_171934\0075.jpg,user6,s20260614_171934,posed,neutral,2026-06-14T17:30:00
raw\user6\s20260614_171934\0076.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:15
raw\user6\s20260614_171934\0077.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:15
raw\user6\s20260614_171934\0078.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:15
raw\user6\s20260614_171934\0079.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:16
raw\user6\s20260614_171934\0080.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:16
raw\user6\s20260614_171934\0081.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:16
raw\user6\s20260614_171934\0082.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:17
raw\user6\s20260614_171934\0083.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:17
raw\user6\s20260614_171934\0084.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:18
raw\user6\s20260614_171934\0085.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:18
raw\user6\s20260614_171934\0086.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:19
raw\user6\s20260614_171934\0087.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:19
raw\user6\s20260614_171934\0088.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:20
raw\user6\s20260614_171934\0089.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:20
raw\user6\s20260614_171934\0090.jpg,user6,s20260614_171934,posed,fear,2026-06-14T17:30:20
raw\user6\s20260614_171934\0091.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:21
raw\user6\s20260614_171934\0092.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:22
raw\user6\s20260614_171934\0093.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:22
raw\user6\s20260614_171934\0094.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:23
raw\user6\s20260614_171934\0095.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:23
raw\user6\s20260614_171934\0096.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:24
raw\user6\s20260614_171934\0097.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:25
raw\user6\s20260614_171934\0098.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:25
raw\user6\s20260614_171934\0099.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:25
raw\user6\s20260614_171934\0100.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:27
raw\user6\s20260614_171934\0101.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:27
raw\user6\s20260614_171934\0102.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:27
raw\user6\s20260614_171934\0103.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:29
raw\user6\s20260614_171934\0104.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:30
raw\user6\s20260614_171934\0105.jpg,user6,s20260614_171934,posed,disgust,2026-06-14T17:30:30
raw\user6\s20260614_173305\0001.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:04
raw\user6\s20260614_173305\0002.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:09
raw\user6\s20260614_173305\0003.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:10
raw\user6\s20260614_173305\0004.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:10
raw\user6\s20260614_173305\0005.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:12
raw\user6\s20260614_173305\0006.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:12
raw\user6\s20260614_173305\0007.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:13
raw\user6\s20260614_173305\0008.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:15
raw\user6\s20260614_173305\0009.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:15
raw\user6\s20260614_173305\0010.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:15
raw\user6\s20260614_173305\0011.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:17
raw\user6\s20260614_173305\0012.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:17
raw\user6\s20260614_173305\0013.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:17
raw\user6\s20260614_173305\0014.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:18
raw\user6\s20260614_173305\0015.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:19
raw\user6\s20260614_173305\0016.jpg,user6,s20260614_173305,posed,neutral,2026-06-14T17:38:19
raw\user6\s20260614_173305\0017.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:38:28
raw\user6\s20260614_173305\0018.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:38:28
raw\user6\s20260614_173305\0019.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:38:28
raw\user6\s20260614_173305\0020.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:38:30
raw\user6\s20260614_173305\0021.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:38:31
raw\user6\s20260614_173305\0022.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:38:31
raw\user6\s20260614_173305\0023.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:41:58
raw\user6\s20260614_173305\0024.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:41:58
raw\user6\s20260614_173305\0025.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:41:59
raw\user6\s20260614_173305\0026.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:43:01
raw\user6\s20260614_173305\0027.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:43:02
raw\user6\s20260614_173305\0028.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:43:02
raw\user6\s20260614_173305\0029.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:43:04
raw\user6\s20260614_173305\0030.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:43:05
raw\user6\s20260614_173305\0031.jpg,user6,s20260614_173305,posed,happiness,2026-06-14T17:43:05
raw\user6\s20260614_173305\0032.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:31
raw\user6\s20260614_173305\0033.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:35
raw\user6\s20260614_173305\0034.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:36
raw\user6\s20260614_173305\0035.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:36
raw\user6\s20260614_173305\0036.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:37
raw\user6\s20260614_173305\0037.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:37
raw\user6\s20260614_173305\0038.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:39
raw\user6\s20260614_173305\0039.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:40
raw\user6\s20260614_173305\0040.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:41
raw\user6\s20260614_173305\0041.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:44
raw\user6\s20260614_173305\0042.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:43:48
raw\user6\s20260614_173305\0043.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:44:49
raw\user6\s20260614_173305\0044.jpg,user6,s20260614_173305,posed,surprise,2026-06-14T17:44:50
raw\user6\s20260614_173305\0045.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:47:22
raw\user6\s20260614_173305\0046.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:47:22
raw\user6\s20260614_173305\0047.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:43
raw\user6\s20260614_173305\0048.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:43
raw\user6\s20260614_173305\0049.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:44
raw\user6\s20260614_173305\0050.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:46
raw\user6\s20260614_173305\0051.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:47
raw\user6\s20260614_173305\0052.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:47
raw\user6\s20260614_173305\0053.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:48
raw\user6\s20260614_173305\0054.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:49
raw\user6\s20260614_173305\0055.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:49
raw\user6\s20260614_173305\0056.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:50
raw\user6\s20260614_173305\0057.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:51
raw\user6\s20260614_173305\0058.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:51
raw\user6\s20260614_173305\0059.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:52
raw\user6\s20260614_173305\0060.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:52
raw\user6\s20260614_173305\0061.jpg,user6,s20260614_173305,posed,sadness,2026-06-14T17:50:53
raw\user6\s20260614_173305\0062.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:32
raw\user6\s20260614_173305\0063.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:32
raw\user6\s20260614_173305\0064.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:32
raw\user6\s20260614_173305\0065.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:34
raw\user6\s20260614_173305\0066.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:34
raw\user6\s20260614_173305\0067.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:34
raw\user6\s20260614_173305\0068.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:35
raw\user6\s20260614_173305\0069.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:36
raw\user6\s20260614_173305\0070.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:36
raw\user6\s20260614_173305\0071.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:37
raw\user6\s20260614_173305\0072.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:37
raw\user6\s20260614_173305\0073.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:37
raw\user6\s20260614_173305\0074.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:39
raw\user6\s20260614_173305\0075.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:39
raw\user6\s20260614_173305\0076.jpg,user6,s20260614_173305,posed,anger,2026-06-14T17:51:39
raw\user6\s20260614_173305\0077.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:46
raw\user6\s20260614_173305\0078.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:46
raw\user6\s20260614_173305\0079.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:51
raw\user6\s20260614_173305\0080.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:51
raw\user6\s20260614_173305\0081.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:51
raw\user6\s20260614_173305\0082.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:52
raw\user6\s20260614_173305\0083.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:52
raw\user6\s20260614_173305\0084.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:53
raw\user6\s20260614_173305\0085.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:54
raw\user6\s20260614_173305\0086.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:54
raw\user6\s20260614_173305\0087.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:54
raw\user6\s20260614_173305\0088.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:55
raw\user6\s20260614_173305\0089.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:55
raw\user6\s20260614_173305\0090.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:51:56
raw\user6\s20260614_173305\0091.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:52:02
raw\user6\s20260614_173305\0092.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:52:02
raw\user6\s20260614_173305\0093.jpg,user6,s20260614_173305,posed,disgust,2026-06-14T17:52:02
raw\user6\s20260614_173305\0094.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:04
raw\user6\s20260614_173305\0095.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:04
raw\user6\s20260614_173305\0096.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:04
raw\user6\s20260614_173305\0097.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:08
raw\user6\s20260614_173305\0098.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:08
raw\user6\s20260614_173305\0099.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:08
raw\user6\s20260614_173305\0100.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:15
raw\user6\s20260614_173305\0101.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:15
raw\user6\s20260614_173305\0102.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:15
raw\user6\s20260614_173305\0103.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:16
raw\user6\s20260614_173305\0104.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:16
raw\user6\s20260614_173305\0105.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:16
raw\user6\s20260614_173305\0106.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:17
raw\user6\s20260614_173305\0107.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:17
raw\user6\s20260614_173305\0108.jpg,user6,s20260614_173305,posed,fear,2026-06-14T17:52:18
