filepath,subject,mode,capture_label,predicted_label,final_label,reviewed
raw\user6\s20260614_171934\0063.jpg,user6,posed,sadness,happiness,sadness,True
raw\user6\s20260614_171934\0064.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_171934\0065.jpg,user6,posed,sadness,surprise,sadness,True
raw\user6\s20260614_171934\0066.jpg,user6,posed,sadness,anger,sadness,True
raw\user6\s20260614_171934\0067.jpg,user6,posed,neutral,fear,neutral,True
raw\user6\s20260614_171934\0068.jpg,user6,posed,neutral,surprise,neutral,True
raw\user6\s20260614_171934\0069.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0070.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0071.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0072.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0073.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0074.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0075.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_171934\0076.jpg,user6,posed,fear,surprise,surprise,True
raw\user6\s20260614_171934\0077.jpg,user6,posed,fear,surprise,neutral,True
raw\user6\s20260614_171934\0078.jpg,user6,posed,fear,surprise,surprise,True
raw\user6\s20260614_171934\0079.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0080.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0081.jpg,user6,posed,fear,surprise,neutral,True
raw\user6\s20260614_171934\0082.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0083.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0084.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0085.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0086.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0087.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0088.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0089.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0090.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_171934\0091.jpg,user6,posed,disgust,surprise,disgust,True
raw\user6\s20260614_171934\0092.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0093.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0094.jpg,user6,posed,disgust,neutral,neutral,True
raw\user6\s20260614_171934\0095.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0096.jpg,user6,posed,disgust,neutral,neutral,True
raw\user6\s20260614_171934\0097.jpg,user6,posed,disgust,neutral,neutral,True
raw\user6\s20260614_171934\0098.jpg,user6,posed,disgust,neutral,neutral,True
raw\user6\s20260614_171934\0099.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0100.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0101.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0102.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0103.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0104.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_171934\0105.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_173305\0001.jpg,user6,posed,neutral,anger,neutral,True
raw\user6\s20260614_173305\0002.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0003.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0004.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0005.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0006.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0007.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0008.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0009.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0010.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0011.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0012.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0013.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0014.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0015.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0016.jpg,user6,posed,neutral,neutral,neutral,True
raw\user6\s20260614_173305\0017.jpg,user6,posed,happiness,fear,happiness,True
raw\user6\s20260614_173305\0018.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0019.jpg,user6,posed,happiness,fear,happiness,True
raw\user6\s20260614_173305\0020.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0021.jpg,user6,posed,happiness,surprise,happiness,True
raw\user6\s20260614_173305\0022.jpg,user6,posed,happiness,fear,happiness,True
raw\user6\s20260614_173305\0023.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0024.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0025.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0026.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0027.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0028.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0029.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0030.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0031.jpg,user6,posed,happiness,happiness,happiness,True
raw\user6\s20260614_173305\0032.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0033.jpg,user6,posed,surprise,fear,surprise,True
raw\user6\s20260614_173305\0034.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0035.jpg,user6,posed,surprise,fear,surprise,True
raw\user6\s20260614_173305\0036.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0037.jpg,user6,posed,surprise,fear,surprise,True
raw\user6\s20260614_173305\0038.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0039.jpg,user6,posed,surprise,fear,surprise,True
raw\user6\s20260614_173305\0040.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0041.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0042.jpg,user6,posed,surprise,surprise,surprise,True
raw\user6\s20260614_173305\0043.jpg,user6,posed,surprise,fear,surprise,True
raw\user6\s20260614_173305\0044.jpg,user6,posed,surprise,fear,fear,True
raw\user6\s20260614_173305\0045.jpg,user6,posed,anger,happiness,anger,True
raw\user6\s20260614_173305\0046.jpg,user6,posed,anger,happiness,anger,True
raw\user6\s20260614_173305\0047.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0048.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0049.jpg,user6,posed,sadness,neutral,neutral,True
raw\user6\s20260614_173305\0050.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0051.jpg,user6,posed,sadness,neutral,neutral,True
raw\user6\s20260614_173305\0052.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0053.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0054.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0055.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0056.jpg,user6,posed,sadness,neutral,neutral,True
raw\user6\s20260614_173305\0057.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0058.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0059.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0060.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0061.jpg,user6,posed,sadness,neutral,sadness,True
raw\user6\s20260614_173305\0062.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0063.jpg,user6,posed,anger,sadness,anger,True
raw\user6\s20260614_173305\0064.jpg,user6,posed,anger,sadness,anger,True
raw\user6\s20260614_173305\0065.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0066.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0067.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0068.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0069.jpg,user6,posed,anger,sadness,anger,True
raw\user6\s20260614_173305\0070.jpg,user6,posed,anger,sadness,anger,True
raw\user6\s20260614_173305\0071.jpg,user6,posed,anger,sadness,anger,True
raw\user6\s20260614_173305\0072.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0073.jpg,user6,posed,anger,sadness,anger,True
raw\user6\s20260614_173305\0074.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0075.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0076.jpg,user6,posed,anger,neutral,anger,True
raw\user6\s20260614_173305\0077.jpg,user6,posed,disgust,happiness,happiness,True
raw\user6\s20260614_173305\0078.jpg,user6,posed,disgust,happiness,happiness,True
raw\user6\s20260614_173305\0079.jpg,user6,posed,disgust,sadness,disgust,True
raw\user6\s20260614_173305\0080.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0081.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0082.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0083.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0084.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0085.jpg,user6,posed,disgust,sadness,disgust,True
raw\user6\s20260614_173305\0086.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0087.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0088.jpg,user6,posed,disgust,happiness,happiness,True
raw\user6\s20260614_173305\0089.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0090.jpg,user6,posed,disgust,happiness,disgust,True
raw\user6\s20260614_173305\0091.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_173305\0092.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_173305\0093.jpg,user6,posed,disgust,neutral,disgust,True
raw\user6\s20260614_173305\0094.jpg,user6,posed,fear,neutral,fear,True
raw\user6\s20260614_173305\0095.jpg,user6,posed,fear,neutral,fear,True
raw\user6\s20260614_173305\0096.jpg,user6,posed,fear,neutral,neutral,True
raw\user6\s20260614_173305\0097.jpg,user6,posed,fear,neutral,disgust,True
raw\user6\s20260614_173305\0098.jpg,user6,posed,fear,neutral,fear,True
raw\user6\s20260614_173305\0099.jpg,user6,posed,fear,neutral,disgust,True
raw\user6\s20260614_173305\0100.jpg,user6,posed,fear,fear,fear,True
raw\user6\s20260614_173305\0101.jpg,user6,posed,fear,fear,fear,True
raw\user6\s20260614_173305\0102.jpg,user6,posed,fear,fear,fear,True
raw\user6\s20260614_173305\0103.jpg,user6,posed,fear,fear,fear,True
raw\user6\s20260614_173305\0104.jpg,user6,posed,fear,surprise,fear,True
raw\user6\s20260614_173305\0105.jpg,user6,posed,fear,neutral,fear,True
raw\user6\s20260614_173305\0106.jpg,user6,posed,fear,fear,fear,True
raw\user6\s20260614_173305\0107.jpg,user6,posed,fear,fear,fear,True
raw\user6\s20260614_173305\0108.jpg,user6,posed,fear,surprise,fear,True
